,کد اشتراک,نوع پروانه,شهرستان,سریال کنتور,سایز کنتور,تاریخ نصب,زمان آخرین اتصال,مصرف بازه (m³),ساعت کارکرد بازه (h),میانگین دبی بازه l/s
989,608105,شرب و بهداشت دام,کاشمر,909801051642.0,50.0,1402/03/25,1404/01/28 - 03:09:06,,,
990,526244,خدمات,مشهد,909801037812.0,80.0,1401/08/17,1404/01/28 - 01:25:21,14889.86,20945.1,1.83
991,841636,,کاخک,929801000894.0,25.0,1403/11/02,1403/11/02 - 00:10:27,,,
992,805869,شرب و بهداشت دام,نیشابور,909801047621.0,50.0,1401/09/10,1404/01/28 - 03:10:57,1681.364,4111.3,2.36
993,841967,,کاخک,929801000935.0,15.0,1403/10/20,1404/01/27 - 13:55:31,,,
994,842045,,کاخک,929801000660.0,15.0,1403/10/20,1404/01/17 - 13:47:54,,,
995,608989,شرب و بهداشت دام,کاشمر,909801048109.0,50.0,1401/10/08,1404/01/28 - 01:49:13,3437.917,435.5,3.34
997,514216,صنعتی,مشهد,909801034789.0,50.0,1400/02/13,1404/01/28 - 02:07:26,7852.793,75027.7,2.32
998,514798,صنعتی,مشهد,909801045368.0,125.0,1401/05/30,1404/01/28 - 02:10:33,6982.578,314.4,10.31
999,605245,صنعتی,تربت حیدریه,909801034835.0,50.0,1400/02/07,1403/02/16 - 02:10:36,12720.39,351248.9,1.43
1000,622246,,کاشمر,909801034206.0,50.0,1399/12/04,1404/01/28 - 02:10:38,12543.918,100691.5,1.84
1001,514772,کشاورزی,مشهد,909801041683.0,100.0,1401/08/25,1404/01/28 - 02:07:48,23532.22,21514.8,6.83
1002,519030,صنعتی,مشهد,909801047057.0,50.0,1401/08/25,1404/01/27 - 03:10:31,5638.255,3742.0,2.23
1003,601510,صنعتی,تربت حیدریه,909801034028.0,50.0,1399/12/23,1404/01/28 - 08:30:45,1379.468,2712.3,2.75
1004,516148,,مشهد,909801067694.0,50.0,1403/10/30,1404/01/28 - 03:07:21,,,
1005,602603,خدمات,خواف,909801039143.0,50.0,1400/10/28,1404/01/28 - 02:11:10,465835.775,4315776.6,18.99
1006,5515811,,فریمان,929801000455.0,15.0,1403/12/05,1404/01/27 - 13:50:51,,,
1007,804591,صنعتی,مشهد,909801046210.0,150.0,1401/08/23,1404/01/28 - 03:10:33,79652.13,63438.7,11.26
1008,530106,صنعتی,مشهد,909801034946.0,125.0,1400/02/30,1404/01/28 - 02:10:32,,,
1009,5515074,,فریمان,929801000088.0,25.0,1403/04/30,1403/03/18 - 21:19:33,,,
1010,517624,صنعتی,مشهد,909801039083.0,50.0,1401/01/20,1404/01/28 - 02:10:53,1120.242,928.5,2.08
1012,515468,صنعتی,مشهد,909801035314.0,50.0,1400/08/18,1404/01/28 - 02:10:34,4961.494,14879.3,2.73
